"Genus","cancer_pos","cancer_neg","other_pos","other_neg","p_value","p_adjusted"
"Candidatus_Riesia",0,137,0,1910,1,1
"Candidatus_Ruthia",0,137,0,1910,1,1
"Candidatus_Schmidhempelia",0,137,0,1910,1,1
"Candidatus_Soleaferrea",0,137,0,1910,1,1
"Candidatus_Solibacter",0,137,0,1910,1,1
"Candidatus_Stoquefichus",0,137,0,1910,1,1
"Candidatus_Sulcia",0,137,0,1910,1,1
"Candidatus_Symbiobacter",0,137,0,1910,1,1
"Candidatus_Tachikawaea",0,137,0,1910,1,1
"Candidatus_Xiphinematobacter",0,137,0,1910,1,1
"Candidatus.Absconditicoccus",0,137,1,1909,1,1
"Candidatus.Amoebophilus",0,137,0,1910,1,1
"Candidatus.Annandia",3,134,66,1844,0.622811327793879,1
"Candidatus.Arcticimaribacter",0,137,1,1909,1,1
